kind,file,line,name,verdict,reason,flag,fire_route,in_param_manifest
branch,src/composing/analysis/joint/jointdecoder.cpp,178,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,190,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,193,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,196,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,199,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,209,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,215,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,219,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,235,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,242,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,249,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,253,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,262,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,272,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,289,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,307,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,309,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,315,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,319,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,323,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,325,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,376,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,380,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,382,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,406,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,416,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,438,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,441,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,445,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,448,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,463,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,493,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,497,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,501,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,504,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,516,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,521,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,524,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,552,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,554,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,581,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,584,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,591,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,601,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,613,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,619,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,627,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,643,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,653,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,661,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,666,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,671,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,677,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,686,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,706,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,716,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,722,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,735,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,748,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,753,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,759,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,773,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,784,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,787,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,795,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,801,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,809,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,811,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,816,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,822,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,827,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,838,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,848,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,863,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,898,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,906,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,928,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointdecoder.cpp,947,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,decode:DP,no
branch,src/composing/analysis/joint/jointfactadapter.cpp,69,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,72,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,76,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,79,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,116,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,119,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,134,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,144,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,148,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,154,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,159,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,160,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,165,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,172,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,178,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,185,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,196,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,207,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,214,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,218,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,220,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,258,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,264,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,290,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,290,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,291,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,291,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,297,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,304,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,308,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,314,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,316,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,319,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,329,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,344,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,348,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,358,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,362,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,364,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,381,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,382,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,383,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,393,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,396,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,399,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,411,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,417,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,418,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,431,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,447,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,450,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,472,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,474,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,479,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointfactadapter.cpp,489,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,fact-adapter (buildAdapterFacts; not a decode branch),no
branch,src/composing/analysis/joint/jointnotationproducer.cpp,42,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointnotationproducer.cpp,50,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointnotationproducer.cpp,68,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointnotationproducer.cpp,80,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointnotationproducer.cpp,85,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointnotationproducer.cpp,97,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointnotationproducer.cpp,101,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointnotationrecord.cpp,49,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointnotationrecord.cpp,53,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointnotationrecord.cpp,57,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointnotationrecord.cpp,75,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointnotationrecord.cpp,82,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointnotationrecord.cpp,85,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointnotationrecord.cpp,127,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointnotationrecord.cpp,132,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointnotationrecord.cpp,164,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointnotationrecord.cpp,168,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointnotationrecord.cpp,185,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointnotationrecord.cpp,201,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointnotationrecord.cpp,221,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointnotationrecord.cpp,228,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointnotationrecord.cpp,242,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointnotationrecord.cpp,250,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointnotationrecord.cpp,253,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,record-assembly,no
branch,src/composing/analysis/joint/jointprimitives.cpp,53,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,90,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,98,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,100,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,114,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,117,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,118,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,119,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,121,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,136,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,150,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,151,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,152,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,153,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,180,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,187,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,188,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,202,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,207,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,209,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,213,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,216,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,223,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,227,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,241,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,245,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,248,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,256,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,257,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,266,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,281,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,284,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,285,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,312,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,313,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,314,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,315,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,316,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,317,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
branch,src/composing/analysis/joint/jointprimitives.cpp,318,,NO-ISSUE,ordinary control-flow / guard (recorded claim),,route-A:tests,no
