file,line,value,func,context
src/composing/analysis/chord/chordanalyzer.cpp,815,12,templateHasMatchingFifth,"const std::array<double, 12>& pcWeight)"
src/composing/analysis/chord/chordanalyzer.cpp,819,6,templateHasMatchingFifth,return (interval == 6 || interval == 7 || interval == 8)
src/composing/analysis/chord/chordanalyzer.cpp,819,7,templateHasMatchingFifth,return (interval == 6 || interval == 7 || interval == 8)
src/composing/analysis/chord/chordanalyzer.cpp,819,8,templateHasMatchingFifth,return (interval == 6 || interval == 7 || interval == 8)
src/composing/analysis/chord/chordanalyzer.cpp,820,0.05,templateHasMatchingFifth,&& pcWeight[static_cast<size_t>(normalizePc(rootPc + interval))] > 0.05;
src/composing/analysis/chord/chordanalyzer.cpp,827,12,qualifiesForCompleteTriadInversionBonus,"const std::array<double, 12>& pcWeight,"
src/composing/analysis/chord/chordanalyzer.cpp,830,3,qualifiesForCompleteTriadInversionBonus,if (distinctPcs != 3 || rootPc == bassPc) {
src/composing/analysis/chord/chordanalyzer.cpp,853,12,supportsContextualInversionBonuses,"const std::array<double, 12>& pcWeight)"
src/composing/analysis/chord/chordanalyzer.cpp,870,12,appliedBassRootBonus,"const std::array<double, 12>& pcWeight,"
src/composing/analysis/chord/chordanalyzer.cpp,874,0.0,appliedBassRootBonus,return 0.0;
src/composing/analysis/chord/chordanalyzer.cpp,897,7,diatonicRootContribution,"const std::array<int, 7>& scale,"
src/composing/analysis/chord/chordanalyzer.cpp,902,12,diatonicRootContribution,if ((keyTonicPc + interval) % 12 == rootPc) {
src/composing/analysis/chord/chordanalyzer.cpp,906,0.0,diatonicRootContribution,return 0.0;
src/composing/analysis/chord/chordanalyzer.cpp,943,12,buildChordResult,for (int pc = 0; pc < 12; ++pc) {
src/composing/analysis/chord/chordanalyzer.cpp,944,0.05,buildChordResult,if (ctx.pcWeight[static_cast<size_t>(pc)] > 0.05) {
src/composing/analysis/chord/chordanalyzer.cpp,948,3,buildChordResult,if (pcs.size() == 3) {
src/composing/analysis/chord/chordanalyzer.cpp,950,3,buildChordResult,for (int i = 0; i < 3 && !isAug; ++i) {
src/composing/analysis/chord/chordanalyzer.cpp,951,3,buildChordResult,"const int a = pcs[i], b = pcs[(i + 1) % 3], c = pcs[(i + 2) % 3];"
src/composing/analysis/chord/chordanalyzer.cpp,951,2,buildChordResult,"const int a = pcs[i], b = pcs[(i + 1) % 3], c = pcs[(i + 2) % 3];"
src/composing/analysis/chord/chordanalyzer.cpp,951,3,buildChordResult,"const int a = pcs[i], b = pcs[(i + 1) % 3], c = pcs[(i + 2) % 3];"
src/composing/analysis/chord/chordanalyzer.cpp,952,12,buildChordResult,if ((b - a + 12) % 12 == 4 && (c - b + 12) % 12 == 4 && (a - c + 12) % 12 == 4) {
src/composing/analysis/chord/chordanalyzer.cpp,952,12,buildChordResult,if ((b - a + 12) % 12 == 4 && (c - b + 12) % 12 == 4 && (a - c + 12) % 12 == 4) {
src/composing/analysis/chord/chordanalyzer.cpp,952,4,buildChordResult,if ((b - a + 12) % 12 == 4 && (c - b + 12) % 12 == 4 && (a - c + 12) % 12 == 4) {
src/composing/analysis/chord/chordanalyzer.cpp,952,12,buildChordResult,if ((b - a + 12) % 12 == 4 && (c - b + 12) % 12 == 4 && (a - c + 12) % 12 == 4) {
src/composing/analysis/chord/chordanalyzer.cpp,952,12,buildChordResult,if ((b - a + 12) % 12 == 4 && (c - b + 12) % 12 == 4 && (a - c + 12) % 12 == 4) {
src/composing/analysis/chord/chordanalyzer.cpp,952,4,buildChordResult,if ((b - a + 12) % 12 == 4 && (c - b + 12) % 12 == 4 && (a - c + 12) % 12 == 4) {
src/composing/analysis/chord/chordanalyzer.cpp,952,12,buildChordResult,if ((b - a + 12) % 12 == 4 && (c - b + 12) % 12 == 4 && (a - c + 12) % 12 == 4) {
src/composing/analysis/chord/chordanalyzer.cpp,952,12,buildChordResult,if ((b - a + 12) % 12 == 4 && (c - b + 12) % 12 == 4 && (a - c + 12) % 12 == 4) {
src/composing/analysis/chord/chordanalyzer.cpp,952,4,buildChordResult,if ((b - a + 12) % 12 == 4 && (c - b + 12) % 12 == 4 && (a - c + 12) % 12 == 4) {
src/composing/analysis/chord/chordanalyzer.cpp,978,4,buildChordResult,const bool hasMajThird  = ctx.pcWeight[static_cast<size_t>((rootPc + 4) % 12)] > 0.2;
src/composing/analysis/chord/chordanalyzer.cpp,978,12,buildChordResult,const bool hasMajThird  = ctx.pcWeight[static_cast<size_t>((rootPc + 4) % 12)] > 0.2;
src/composing/analysis/chord/chordanalyzer.cpp,978,0.2,buildChordResult,const bool hasMajThird  = ctx.pcWeight[static_cast<size_t>((rootPc + 4) % 12)] > 0.2;
src/composing/analysis/chord/chordanalyzer.cpp,979,3,buildChordResult,const bool hasMinThird  = ctx.pcWeight[static_cast<size_t>((rootPc + 3) % 12)] > 0.2;
src/composing/analysis/chord/chordanalyzer.cpp,979,12,buildChordResult,const bool hasMinThird  = ctx.pcWeight[static_cast<size_t>((rootPc + 3) % 12)] > 0.2;
src/composing/analysis/chord/chordanalyzer.cpp,979,0.2,buildChordResult,const bool hasMinThird  = ctx.pcWeight[static_cast<size_t>((rootPc + 3) % 12)] > 0.2;
src/composing/analysis/chord/chordanalyzer.cpp,993,12,buildChordResult,if ((ctx.keyTonicPc + ctx.scale[i]) % 12 == rootPc) {
src/composing/analysis/chord/chordanalyzer.cpp,1002,12,buildChordResult,for (int pc = 0; pc < 12; ++pc) {
src/composing/analysis/chord/chordanalyzer.cpp,1003,0.2,buildChordResult,if (ctx.pcWeight[static_cast<size_t>(pc)] <= 0.2) {
src/composing/analysis/chord/chordanalyzer.cpp,1008,12,buildChordResult,if ((ctx.keyTonicPc + interval) % 12 == pc) {
src/composing/analysis/chord/chordanalyzer.cpp,1027,7,buildChordResult,&& (ctx.pcWeight[static_cast<size_t>((rootPc + 7) % 12)]
src/composing/analysis/chord/chordanalyzer.cpp,1027,12,buildChordResult,&& (ctx.pcWeight[static_cast<size_t>((rootPc + 7) % 12)]
src/composing/analysis/chord/chordanalyzer.cpp,1041,12,deriveChordExtensions,"const std::array<double, 12>& pcWeight,"
src/composing/analysis/chord/chordanalyzer.cpp,1043,12,deriveChordExtensions,"const std::array<int, 12>& tpcForPc,"
src/composing/analysis/chord/chordanalyzer.cpp,1047,12,deriveChordExtensions,if (rootPc < 0 || rootPc >= 12) {
src/composing/analysis/chord/chordanalyzer.cpp,1056,7,deriveChordExtensions,&& (pcWeight[static_cast<size_t>((rootPc + 7) % 12)] > extThreshold);
src/composing/analysis/chord/chordanalyzer.cpp,1056,12,deriveChordExtensions,&& (pcWeight[static_cast<size_t>((rootPc + 7) % 12)] > extThreshold);
src/composing/analysis/chord/chordanalyzer.cpp,1075,12,analyzeChord,"std::array<double, 12> pcWeight {};"
src/composing/analysis/chord/chordanalyzer.cpp,1078,0.0,analyzeChord,double totalRawWeight = 0.0;
src/composing/analysis/chord/chordanalyzer.cpp,1081,0.1,analyzeChord,"pcWeight[static_cast<size_t>(pc)] += std::max(0.1, t.weight);"
src/composing/analysis/chord/chordanalyzer.cpp,1082,0.0,analyzeChord,"totalRawWeight += std::max(0.0, t.weight);"
src/composing/analysis/chord/chordanalyzer.cpp,1142,12,analyzeChord,? lowestPitch + 12
src/composing/analysis/chord/chordanalyzer.cpp,1144,12,analyzeChord,"std::array<int, 12> bestPitchPerPc;"
src/composing/analysis/chord/chordanalyzer.cpp,1145,12,analyzeChord,"std::array<int, 12> tpcPerPc;"
src/composing/analysis/chord/chordanalyzer.cpp,1146,12,analyzeChord,"std::array<bool, 12> onsetPerPc;"
src/composing/analysis/chord/chordanalyzer.cpp,1164,12,analyzeChord,for (int pc = 0; pc < 12; ++pc) {
src/composing/analysis/chord/chordanalyzer.cpp,1190,0.05,analyzeChord,if (w > 0.05) { ++distinctPcCount; }
src/composing/analysis/chord/chordanalyzer.cpp,1193,2,analyzeChord,distinctPcCount <= 2
src/composing/analysis/chord/chordanalyzer.cpp,1194,2,analyzeChord,&& regionalCandidates.size() >= 2
src/composing/analysis/chord/chordanalyzer.cpp,1195,60,analyzeChord,&& lowestPitch > 60;
src/composing/analysis/chord/chordanalyzer.cpp,1198,4,analyzeChord,if (bassCandidates.size() > 4) {
src/composing/analysis/chord/chordanalyzer.cpp,1199,4,analyzeChord,bassCandidates.resize(4);
src/composing/analysis/chord/chordanalyzer.cpp,1231,12,analyzeChord,"std::array<int, 12> tpcForPc;"
src/composing/analysis/chord/chordanalyzer.cpp,1248,0.05,analyzeChord,if (w > 0.05) {
src/composing/analysis/chord/chordanalyzer.cpp,1268,60,analyzeChord,const bool hasStructuralBass = (lowestPitch <= 60) || (distinctPcs >= 3);
src/composing/analysis/chord/chordanalyzer.cpp,1268,3,analyzeChord,const bool hasStructuralBass = (lowestPitch <= 60) || (distinctPcs >= 3);
src/composing/analysis/chord/chordanalyzer.cpp,1306,4,templateIntervalsVec,"{ ChordQuality::Major,          templateIntervalsVec(0),  { 0, +4, +1 }       },"
src/composing/analysis/chord/chordanalyzer.cpp,1307,4,templateIntervalsVec,"{ ChordQuality::Major,          templateIntervalsVec(1),  { 0, +4, +1, +5 }   },  // maj7"
src/composing/analysis/chord/chordanalyzer.cpp,1307,5,templateIntervalsVec,"{ ChordQuality::Major,          templateIntervalsVec(1),  { 0, +4, +1, +5 }   },  // maj7"
src/composing/analysis/chord/chordanalyzer.cpp,1308,2,templateIntervalsVec,"{ ChordQuality::Major,          templateIntervalsVec(2),  { 0, +4, +1, -2 }   },  // dom7"
src/composing/analysis/chord/chordanalyzer.cpp,1308,4,templateIntervalsVec,"{ ChordQuality::Major,          templateIntervalsVec(2),  { 0, +4, +1, -2 }   },  // dom7"
src/composing/analysis/chord/chordanalyzer.cpp,1308,2,templateIntervalsVec,"{ ChordQuality::Major,          templateIntervalsVec(2),  { 0, +4, +1, -2 }   },  // dom7"
src/composing/analysis/chord/chordanalyzer.cpp,1309,3,templateIntervalsVec,"{ ChordQuality::Major,          templateIntervalsVec(3),  { 0, +4, -6, -2 }   },  // dom7b5"
src/composing/analysis/chord/chordanalyzer.cpp,1309,4,templateIntervalsVec,"{ ChordQuality::Major,          templateIntervalsVec(3),  { 0, +4, -6, -2 }   },  // dom7b5"
src/composing/analysis/chord/chordanalyzer.cpp,1309,6,templateIntervalsVec,"{ ChordQuality::Major,          templateIntervalsVec(3),  { 0, +4, -6, -2 }   },  // dom7b5"
src/composing/analysis/chord/chordanalyzer.cpp,1309,2,templateIntervalsVec,"{ ChordQuality::Major,          templateIntervalsVec(3),  { 0, +4, -6, -2 }   },  // dom7b5"
src/composing/analysis/chord/chordanalyzer.cpp,1310,4,templateIntervalsVec,"{ ChordQuality::Minor,          templateIntervalsVec(4),  { 0, -3, +1 }       },"
src/composing/analysis/chord/chordanalyzer.cpp,1310,3,templateIntervalsVec,"{ ChordQuality::Minor,          templateIntervalsVec(4),  { 0, -3, +1 }       },"
src/composing/analysis/chord/chordanalyzer.cpp,1311,5,templateIntervalsVec,"{ ChordQuality::Minor,          templateIntervalsVec(5),  { 0, -3, +1, -2 }   },  // min7"
src/composing/analysis/chord/chordanalyzer.cpp,1311,3,templateIntervalsVec,"{ ChordQuality::Minor,          templateIntervalsVec(5),  { 0, -3, +1, -2 }   },  // min7"
src/composing/analysis/chord/chordanalyzer.cpp,1311,2,templateIntervalsVec,"{ ChordQuality::Minor,          templateIntervalsVec(5),  { 0, -3, +1, -2 }   },  // min7"
src/composing/analysis/chord/chordanalyzer.cpp,1312,6,templateIntervalsVec,"{ ChordQuality::Diminished,     templateIntervalsVec(6),  { 0, -3, -6 }       },"
src/composing/analysis/chord/chordanalyzer.cpp,1312,3,templateIntervalsVec,"{ ChordQuality::Diminished,     templateIntervalsVec(6),  { 0, -3, -6 }       },"
src/composing/analysis/chord/chordanalyzer.cpp,1312,6,templateIntervalsVec,"{ ChordQuality::Diminished,     templateIntervalsVec(6),  { 0, -3, -6 }       },"
src/composing/analysis/chord/chordanalyzer.cpp,1313,7,templateIntervalsVec,"{ ChordQuality::Suspended4,     templateIntervalsVec(7),  { 0, -1, -6, -2 }   },  // sus4b5  — precedes HalfDim (tie-break)"
src/composing/analysis/chord/chordanalyzer.cpp,1313,6,templateIntervalsVec,"{ ChordQuality::Suspended4,     templateIntervalsVec(7),  { 0, -1, -6, -2 }   },  // sus4b5  — precedes HalfDim (tie-break)"
src/composing/analysis/chord/chordanalyzer.cpp,1313,2,templateIntervalsVec,"{ ChordQuality::Suspended4,     templateIntervalsVec(7),  { 0, -1, -6, -2 }   },  // sus4b5  — precedes HalfDim (tie-break)"
src/composing/analysis/chord/chordanalyzer.cpp,1314,8,templateIntervalsVec,"{ ChordQuality::HalfDiminished, templateIntervalsVec(8),  { 0, -3, -6, -2 }   },"
src/composing/analysis/chord/chordanalyzer.cpp,1314,3,templateIntervalsVec,"{ ChordQuality::HalfDiminished, templateIntervalsVec(8),  { 0, -3, -6, -2 }   },"
src/composing/analysis/chord/chordanalyzer.cpp,1314,6,templateIntervalsVec,"{ ChordQuality::HalfDiminished, templateIntervalsVec(8),  { 0, -3, -6, -2 }   },"
src/composing/analysis/chord/chordanalyzer.cpp,1314,2,templateIntervalsVec,"{ ChordQuality::HalfDiminished, templateIntervalsVec(8),  { 0, -3, -6, -2 }   },"
src/composing/analysis/chord/chordanalyzer.cpp,1315,9,templateIntervalsVec,"{ ChordQuality::Augmented,      templateIntervalsVec(9),  { 0, +4, +8 }       },"
src/composing/analysis/chord/chordanalyzer.cpp,1315,4,templateIntervalsVec,"{ ChordQuality::Augmented,      templateIntervalsVec(9),  { 0, +4, +8 }       },"
src/composing/analysis/chord/chordanalyzer.cpp,1315,8,templateIntervalsVec,"{ ChordQuality::Augmented,      templateIntervalsVec(9),  { 0, +4, +8 }       },"
src/composing/analysis/chord/chordanalyzer.cpp,1316,10,templateIntervalsVec,"{ ChordQuality::Augmented,      templateIntervalsVec(10), { 0, +4, +8, -2 }   },  // aug7 (C7♯5)"
src/composing/analysis/chord/chordanalyzer.cpp,1316,4,templateIntervalsVec,"{ ChordQuality::Augmented,      templateIntervalsVec(10), { 0, +4, +8, -2 }   },  // aug7 (C7♯5)"
src/composing/analysis/chord/chordanalyzer.cpp,1316,8,templateIntervalsVec,"{ ChordQuality::Augmented,      templateIntervalsVec(10), { 0, +4, +8, -2 }   },  // aug7 (C7♯5)"
src/composing/analysis/chord/chordanalyzer.cpp,1316,2,templateIntervalsVec,"{ ChordQuality::Augmented,      templateIntervalsVec(10), { 0, +4, +8, -2 }   },  // aug7 (C7♯5)"
src/composing/analysis/chord/chordanalyzer.cpp,1317,11,templateIntervalsVec,"{ ChordQuality::Suspended2,     templateIntervalsVec(11), { 0, +2, +1 }       },"
src/composing/analysis/chord/chordanalyzer.cpp,1317,2,templateIntervalsVec,"{ ChordQuality::Suspended2,     templateIntervalsVec(11), { 0, +2, +1 }       },"
src/composing/analysis/chord/chordanalyzer.cpp,1318,12,templateIntervalsVec,"{ ChordQuality::Suspended4,     templateIntervalsVec(12), { 0, -1, +1, -2 }   },"
src/composing/analysis/chord/chordanalyzer.cpp,1318,2,templateIntervalsVec,"{ ChordQuality::Suspended4,     templateIntervalsVec(12), { 0, -1, +1, -2 }   },"
src/composing/analysis/chord/chordanalyzer.cpp,1319,13,templateIntervalsVec,"{ ChordQuality::Suspended4,     templateIntervalsVec(13), { 0, -1, +1, +5 }   },  // sus4+maj7"
src/composing/analysis/chord/chordanalyzer.cpp,1319,5,templateIntervalsVec,"{ ChordQuality::Suspended4,     templateIntervalsVec(13), { 0, -1, +1, +5 }   },  // sus4+maj7"
src/composing/analysis/chord/chordanalyzer.cpp,1320,14,templateIntervalsVec,"{ ChordQuality::Suspended4,     templateIntervalsVec(14), { 0, -1, +8, -2 }   },  // sus4#5"
src/composing/analysis/chord/chordanalyzer.cpp,1320,8,templateIntervalsVec,"{ ChordQuality::Suspended4,     templateIntervalsVec(14), { 0, -1, +8, -2 }   },  // sus4#5"
src/composing/analysis/chord/chordanalyzer.cpp,1320,2,templateIntervalsVec,"{ ChordQuality::Suspended4,     templateIntervalsVec(14), { 0, -1, +8, -2 }   },  // sus4#5"
src/composing/analysis/chord/chordanalyzer.cpp,1321,15,templateIntervalsVec,"{ ChordQuality::Suspended4,     templateIntervalsVec(15), { 0, +6, +1 }       },  // sus#4 (F# not Gb)"
src/composing/analysis/chord/chordanalyzer.cpp,1321,6,templateIntervalsVec,"{ ChordQuality::Suspended4,     templateIntervalsVec(15), { 0, +6, +1 }       },  // sus#4 (F# not Gb)"
src/composing/analysis/chord/chordanalyzer.cpp,1322,16,templateIntervalsVec,"{ ChordQuality::Power,          templateIntervalsVec(16), { 0, +1 }           }"
src/composing/analysis/chord/chordanalyzer.cpp,1330,12,analyzeChord,const int keyTonicPc    = (ionianTonicPc + keyModeTonicOffset(keyMode)) % 12;
src/composing/analysis/chord/chordanalyzer.cpp,1336,21,analyzeChord,"static constexpr std::array<size_t, 21> DIATONIC_PARENT_INDEX = {"
src/composing/analysis/chord/chordanalyzer.cpp,1337,2,analyzeChord,"0, 1, 2, 3, 4, 5, 6,  // diatonic: identity mapping"
src/composing/analysis/chord/chordanalyzer.cpp,1337,3,analyzeChord,"0, 1, 2, 3, 4, 5, 6,  // diatonic: identity mapping"
src/composing/analysis/chord/chordanalyzer.cpp,1337,4,analyzeChord,"0, 1, 2, 3, 4, 5, 6,  // diatonic: identity mapping"
src/composing/analysis/chord/chordanalyzer.cpp,1337,5,analyzeChord,"0, 1, 2, 3, 4, 5, 6,  // diatonic: identity mapping"
src/composing/analysis/chord/chordanalyzer.cpp,1337,6,analyzeChord,"0, 1, 2, 3, 4, 5, 6,  // diatonic: identity mapping"
src/composing/analysis/chord/chordanalyzer.cpp,1338,2,analyzeChord,"1, 2, 3, 4, 5, 6, 0,  // melodic minor family: Dorian…Ionian parents"
src/composing/analysis/chord/chordanalyzer.cpp,1338,3,analyzeChord,"1, 2, 3, 4, 5, 6, 0,  // melodic minor family: Dorian…Ionian parents"
src/composing/analysis/chord/chordanalyzer.cpp,1338,4,analyzeChord,"1, 2, 3, 4, 5, 6, 0,  // melodic minor family: Dorian…Ionian parents"
src/composing/analysis/chord/chordanalyzer.cpp,1338,5,analyzeChord,"1, 2, 3, 4, 5, 6, 0,  // melodic minor family: Dorian…Ionian parents"
src/composing/analysis/chord/chordanalyzer.cpp,1338,6,analyzeChord,"1, 2, 3, 4, 5, 6, 0,  // melodic minor family: Dorian…Ionian parents"
src/composing/analysis/chord/chordanalyzer.cpp,1339,5,analyzeChord,"5, 6, 0, 1, 2, 3, 4   // harmonic minor family: Aeolian…Mixolydian parents"
src/composing/analysis/chord/chordanalyzer.cpp,1339,6,analyzeChord,"5, 6, 0, 1, 2, 3, 4   // harmonic minor family: Aeolian…Mixolydian parents"
src/composing/analysis/chord/chordanalyzer.cpp,1339,2,analyzeChord,"5, 6, 0, 1, 2, 3, 4   // harmonic minor family: Aeolian…Mixolydian parents"
src/composing/analysis/chord/chordanalyzer.cpp,1339,3,analyzeChord,"5, 6, 0, 1, 2, 3, 4   // harmonic minor family: Aeolian…Mixolydian parents"
src/composing/analysis/chord/chordanalyzer.cpp,1339,4,analyzeChord,"5, 6, 0, 1, 2, 3, 4   // harmonic minor family: Aeolian…Mixolydian parents"
src/composing/analysis/chord/chordanalyzer.cpp,1342,7,analyzeChord,"const std::array<int, 7>& scale = keyModeScaleIntervals(keyModeFromIndex(modeScaleIdx));"
src/composing/analysis/chord/chordanalyzer.cpp,1364,12,analyzeChord,"std::array<std::array<double, kTemplateCount>, 12> basisIndepMatrix{};"
src/composing/analysis/chord/chordanalyzer.cpp,1365,12,analyzeChord,"std::array<std::array<double, kTemplateCount>, 12> complexityFactorMatrix{};"
src/composing/analysis/chord/chordanalyzer.cpp,1366,12,analyzeChord,"std::array<std::array<double, kTemplateCount>, 12> augFactorMatrix{};"
src/composing/analysis/chord/chordanalyzer.cpp,1367,12,analyzeChord,for (int rootPc = 0; rootPc < 12; ++rootPc) {
src/composing/analysis/chord/chordanalyzer.cpp,1384,4,analyzeChord,&& tpl.intervals.size() == 4
src/composing/analysis/chord/chordanalyzer.cpp,1385,4,analyzeChord,&& (pcWeight[static_cast<size_t>((rootPc + 4) % 12)] <= prefs.extensionThreshold
src/composing/analysis/chord/chordanalyzer.cpp,1385,12,analyzeChord,&& (pcWeight[static_cast<size_t>((rootPc + 4) % 12)] <= prefs.extensionThreshold
src/composing/analysis/chord/chordanalyzer.cpp,1386,8,analyzeChord,|| pcWeight[static_cast<size_t>((rootPc + 8) % 12)] <= prefs.extensionThreshold)) {
src/composing/analysis/chord/chordanalyzer.cpp,1386,12,analyzeChord,|| pcWeight[static_cast<size_t>((rootPc + 8) % 12)] <= prefs.extensionThreshold)) {
src/composing/analysis/chord/chordanalyzer.cpp,1412,1.0,analyzeChord,? 1.0
src/composing/analysis/chord/chordanalyzer.cpp,1416,1.0,analyzeChord,? 1.0 : (kComplexityEvidenceFloor + evidenceRatio);
src/composing/analysis/chord/chordanalyzer.cpp,1420,1.0,analyzeChord,double augFactor = 1.0;
src/composing/analysis/chord/chordanalyzer.cpp,1422,2,analyzeChord,&& distinctPcs <= 2
src/composing/analysis/chord/chordanalyzer.cpp,1427,4,analyzeChord,const double thirdW = pcWeight[static_cast<size_t>((rootPc + 4) % 12)];
src/composing/analysis/chord/chordanalyzer.cpp,1427,12,analyzeChord,const double thirdW = pcWeight[static_cast<size_t>((rootPc + 4) % 12)];
src/composing/analysis/chord/chordanalyzer.cpp,1428,8,analyzeChord,const double fifthW = pcWeight[static_cast<size_t>((rootPc + 8) % 12)];
src/composing/analysis/chord/chordanalyzer.cpp,1428,12,analyzeChord,const double fifthW = pcWeight[static_cast<size_t>((rootPc + 8) % 12)];
src/composing/analysis/chord/chordanalyzer.cpp,1429,10,analyzeChord,const double min7W  = pcWeight[static_cast<size_t>((rootPc + 10) % 12)];
src/composing/analysis/chord/chordanalyzer.cpp,1429,12,analyzeChord,const double min7W  = pcWeight[static_cast<size_t>((rootPc + 10) % 12)];
src/composing/analysis/chord/chordanalyzer.cpp,1430,11,analyzeChord,const double maj7W  = pcWeight[static_cast<size_t>((rootPc + 11) % 12)];
src/composing/analysis/chord/chordanalyzer.cpp,1430,12,analyzeChord,const double maj7W  = pcWeight[static_cast<size_t>((rootPc + 11) % 12)];
src/composing/analysis/chord/chordanalyzer.cpp,1453,3,analyzeChord,if (!jointScoringEnabled || candBassPc != rootPc || distinctPcs != 3) {
src/composing/analysis/chord/chordanalyzer.cpp,1454,0.0,analyzeChord,return 0.0;
src/composing/analysis/chord/chordanalyzer.cpp,1460,4,analyzeChord,case ChordQuality::Major:      thirdInterval = 4; fifthInterval = 7; break;
src/composing/analysis/chord/chordanalyzer.cpp,1460,7,analyzeChord,case ChordQuality::Major:      thirdInterval = 4; fifthInterval = 7; break;
src/composing/analysis/chord/chordanalyzer.cpp,1461,3,analyzeChord,case ChordQuality::Minor:      thirdInterval = 3; fifthInterval = 7; break;
src/composing/analysis/chord/chordanalyzer.cpp,1461,7,analyzeChord,case ChordQuality::Minor:      thirdInterval = 3; fifthInterval = 7; break;
src/composing/analysis/chord/chordanalyzer.cpp,1462,3,analyzeChord,case ChordQuality::Diminished: thirdInterval = 3; fifthInterval = 6; break;
src/composing/analysis/chord/chordanalyzer.cpp,1462,6,analyzeChord,case ChordQuality::Diminished: thirdInterval = 3; fifthInterval = 6; break;
src/composing/analysis/chord/chordanalyzer.cpp,1463,4,analyzeChord,case ChordQuality::Augmented:  thirdInterval = 4; fifthInterval = 8; break;
src/composing/analysis/chord/chordanalyzer.cpp,1463,8,analyzeChord,case ChordQuality::Augmented:  thirdInterval = 4; fifthInterval = 8; break;
src/composing/analysis/chord/chordanalyzer.cpp,1464,0.0,analyzeChord,default:                       return 0.0;  // gate only fires for plain triads
src/composing/analysis/chord/chordanalyzer.cpp,1467,12,analyzeChord,const double thirdW = pcWeight[static_cast<size_t>((rootPc + thirdInterval) % 12)];
src/composing/analysis/chord/chordanalyzer.cpp,1468,12,analyzeChord,const double fifthW = pcWeight[static_cast<size_t>((rootPc + fifthInterval) % 12)];
src/composing/analysis/chord/chordanalyzer.cpp,1482,0.0,analyzeChord,return allTriadPresent ? kWComplete : 0.0;
src/composing/analysis/chord/chordanalyzer.cpp,1499,12,analyzeChord,snapshot.cells.reserve(bassCandidates.size() * 12 * templates.size());
src/composing/analysis/chord/chordanalyzer.cpp,1503,12,analyzeChord,for (int rootPc = 0; rootPc < 12; ++rootPc) {
src/composing/analysis/chord/chordanalyzer.cpp,1563,1.0,analyzeChord,fnCtx.regionMetricWeight           = context ? context->regionMetricWeight           : 1.0;
src/composing/analysis/chord/chordanalyzer.cpp,1564,3,analyzeChord,"fnCtx.recentRootPcs                = context ? context->recentRootPcs : std::array<int, 3>{ -1, -1, -1 };"
src/composing/analysis/chord/chordanalyzer.cpp,1566,0.0,analyzeChord,fnCtx.previousWinnerScore        = context ? context->previousWinnerScore        : 0.0;
src/composing/analysis/chord/chordanalyzer.cpp,1567,1.0,analyzeChord,fnCtx.previousWinnerMargin       = context ? context->previousWinnerMargin       : -1.0;
src/composing/analysis/chord/chordanalyzer.cpp,1568,0.0,analyzeChord,fnCtx.previousWinnerRootPcWeight = context ? context->previousWinnerRootPcWeight : 0.0;
src/composing/analysis/chord/chordanalyzer.h,63,17,<file-scope>,inline constexpr std::size_t kTemplateCount = 17;
src/composing/analysis/chord/chordanalyzer.h,67,4,<file-scope>,inline constexpr std::size_t kMaxTemplateTones = 4;
src/composing/analysis/chord/chordanalyzer.h,81,4,<file-scope>,"{ { 0, 4, 7, -1 } },   // 0  Major triad   {0,4,7}"
src/composing/analysis/chord/chordanalyzer.h,81,7,<file-scope>,"{ { 0, 4, 7, -1 } },   // 0  Major triad   {0,4,7}"
src/composing/analysis/chord/chordanalyzer.h,82,4,<file-scope>,"{ { 0, 4, 7, 11 } },   // 1  Maj7          {0,4,7,11}"
src/composing/analysis/chord/chordanalyzer.h,82,7,<file-scope>,"{ { 0, 4, 7, 11 } },   // 1  Maj7          {0,4,7,11}"
src/composing/analysis/chord/chordanalyzer.h,82,11,<file-scope>,"{ { 0, 4, 7, 11 } },   // 1  Maj7          {0,4,7,11}"
src/composing/analysis/chord/chordanalyzer.h,83,4,<file-scope>,"{ { 0, 4, 7, 10 } },   // 2  Dom7          {0,4,7,10}"
src/composing/analysis/chord/chordanalyzer.h,83,7,<file-scope>,"{ { 0, 4, 7, 10 } },   // 2  Dom7          {0,4,7,10}"
src/composing/analysis/chord/chordanalyzer.h,83,10,<file-scope>,"{ { 0, 4, 7, 10 } },   // 2  Dom7          {0,4,7,10}"
src/composing/analysis/chord/chordanalyzer.h,84,4,<file-scope>,"{ { 0, 4, 6, 10 } },   // 3  Dom7b5        {0,4,6,10}"
src/composing/analysis/chord/chordanalyzer.h,84,6,<file-scope>,"{ { 0, 4, 6, 10 } },   // 3  Dom7b5        {0,4,6,10}"
src/composing/analysis/chord/chordanalyzer.h,84,10,<file-scope>,"{ { 0, 4, 6, 10 } },   // 3  Dom7b5        {0,4,6,10}"
src/composing/analysis/chord/chordanalyzer.h,85,3,<file-scope>,"{ { 0, 3, 7, -1 } },   // 4  Minor triad   {0,3,7}"
src/composing/analysis/chord/chordanalyzer.h,85,7,<file-scope>,"{ { 0, 3, 7, -1 } },   // 4  Minor triad   {0,3,7}"
src/composing/analysis/chord/chordanalyzer.h,86,3,<file-scope>,"{ { 0, 3, 7, 10 } },   // 5  Minor 7th     {0,3,7,10}"
src/composing/analysis/chord/chordanalyzer.h,86,7,<file-scope>,"{ { 0, 3, 7, 10 } },   // 5  Minor 7th     {0,3,7,10}"
