file,line,kind,value,func,population,verdict_class,verdict,in_param_manifest,assumes,publishes,consumes,edge_cases,finding,note
src/composing/analysis/chord/chordsymbolformatter.cpp,390,branch,,csfQualitySuffix,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,391,branch,,csfQualitySuffix,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,393,branch,,csfQualitySuffix,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,402,branch,,csfQualitySuffix,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,415,branch,,csfQualitySuffix,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,418,branch,,csfQualitySuffix,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,427,branch,,csfQualitySuffix,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,433,branch,,csfQualitySuffix,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,438,branch,,csfQualitySuffix,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,455,function,csfChromaticRoman,,LIVE,code,SURVIVES,n/a,a committed ChordAnalysisResult (identity + function + key context),a display string (chord symbol / Roman numeral / Nashville number),"notation render bridge, batch_analyze output, status bar / context menu","empty/sparse identity, Unknown quality, slash bass, enharmonic spelling, chromatic root, symmetric chord",,LIVE display formatter function; analysis-is-display-agnostic separation (#2.3).
src/composing/analysis/chord/chordsymbolformatter.cpp,457,literal,7,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,FINDING duplication (#6): diatonic scale-interval table (csfChromaticRoman SCALES),"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,457,literal,7,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,458,literal,2,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,458,literal,4,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,458,literal,5,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,458,literal,7,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,458,literal,9,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,458,literal,11,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,459,literal,2,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,459,literal,3,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,459,literal,5,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,459,literal,7,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,459,literal,9,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,459,literal,10,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,460,literal,3,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,460,literal,5,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,460,literal,7,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,460,literal,8,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,460,literal,10,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,461,literal,2,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,461,literal,4,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,461,literal,6,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,461,literal,7,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,461,literal,9,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,461,literal,11,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,462,literal,2,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,462,literal,4,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,462,literal,5,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,462,literal,7,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,462,literal,9,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,462,literal,10,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,463,literal,2,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,463,literal,3,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,463,literal,5,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,463,literal,7,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,463,literal,8,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,463,literal,10,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,464,literal,3,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,464,literal,5,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,464,literal,6,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,464,literal,8,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,464,literal,10,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The 7-mode diatonic interval table is repeated at csfTonicizationScales (788-796) in the same file, and the shared key-layer primitive keyModeScaleIntervals already holds it (used by sparsechordrefinement). Three copies of the same music-theory table."
src/composing/analysis/chord/chordsymbolformatter.cpp,466,literal,7,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,FINDING duplication (#6): UPPER/LOWER Roman-numeral arrays,The UPPER/LOWER numeral literal arrays recur at 492-493 (csfDiatonicRoman) and 937-938 (formatRomanNumeral tonicization). Three copies.
src/composing/analysis/chord/chordsymbolformatter.cpp,467,literal,7,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,The UPPER/LOWER numeral literal arrays recur at 492-493 (csfDiatonicRoman) and 937-938 (formatRomanNumeral tonicization). Three copies.
src/composing/analysis/chord/chordsymbolformatter.cpp,469,literal,7,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"music-theory / TPC-encoding / notation-catalog integer (pitch class, scale interval, TPC code, key-fifths threshold, figured-bass index). Not tunable; not in param_manifest."
src/composing/analysis/chord/chordsymbolformatter.cpp,472,literal,7,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"music-theory / TPC-encoding / notation-catalog integer (pitch class, scale interval, TPC code, key-fifths threshold, figured-bass index). Not tunable; not in param_manifest."
src/composing/analysis/chord/chordsymbolformatter.cpp,473,branch,,csfChromaticRoman,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,473,literal,12,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"music-theory / TPC-encoding / notation-catalog integer (pitch class, scale interval, TPC code, key-fifths threshold, figured-bass index). Not tunable; not in param_manifest."
src/composing/analysis/chord/chordsymbolformatter.cpp,473,literal,12,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"music-theory / TPC-encoding / notation-catalog integer (pitch class, scale interval, TPC code, key-fifths threshold, figured-bass index). Not tunable; not in param_manifest."
src/composing/analysis/chord/chordsymbolformatter.cpp,474,branch,,csfChromaticRoman,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,478,literal,7,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"music-theory / TPC-encoding / notation-catalog integer (pitch class, scale interval, TPC code, key-fifths threshold, figured-bass index). Not tunable; not in param_manifest."
src/composing/analysis/chord/chordsymbolformatter.cpp,479,branch,,csfChromaticRoman,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,479,literal,12,csfChromaticRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"music-theory / TPC-encoding / notation-catalog integer (pitch class, scale interval, TPC code, key-fifths threshold, figured-bass index). Not tunable; not in param_manifest."
src/composing/analysis/chord/chordsymbolformatter.cpp,480,branch,,csfChromaticRoman,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,486,function,csfDiatonicRoman,,LIVE,code,SURVIVES,n/a,a committed ChordAnalysisResult (identity + function + key context),a display string (chord symbol / Roman numeral / Nashville number),"notation render bridge, batch_analyze output, status bar / context menu","empty/sparse identity, Unknown quality, slash bass, enharmonic spelling, chromatic root, symmetric chord",boundary note: csfDiatonicRoman emits L5-flavored functional Roman labels,csfDiatonicRoman/formatRomanNumeral read result.function.degree/keyTonicPc/keyMode/nextRootPc (functional/L5 facts) to build Roman numerals on an L4 translation unit. File-table FLAG; L4/L5 layer home is an open register question (not decided here).
src/composing/analysis/chord/chordsymbolformatter.cpp,488,branch,,csfDiatonicRoman,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,488,literal,6,csfDiatonicRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"music-theory / TPC-encoding / notation-catalog integer (pitch class, scale interval, TPC code, key-fifths threshold, figured-bass index). Not tunable; not in param_manifest."
src/composing/analysis/chord/chordsymbolformatter.cpp,492,literal,7,csfDiatonicRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"music-theory / TPC-encoding / notation-catalog integer (pitch class, scale interval, TPC code, key-fifths threshold, figured-bass index). Not tunable; not in param_manifest."
src/composing/analysis/chord/chordsymbolformatter.cpp,493,literal,7,csfDiatonicRoman,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"music-theory / TPC-encoding / notation-catalog integer (pitch class, scale interval, TPC code, key-fifths threshold, figured-bass index). Not tunable; not in param_manifest."
src/composing/analysis/chord/chordsymbolformatter.cpp,499,branch,,csfDiatonicRoman,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,500,branch,,csfDiatonicRoman,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,501,branch,,csfDiatonicRoman,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,502,branch,,csfDiatonicRoman,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,503,branch,,csfDiatonicRoman,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,504,branch,,csfDiatonicRoman,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,507,branch,,csfDiatonicRoman,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,508,branch,,csfDiatonicRoman,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,509,branch,,csfDiatonicRoman,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
