file,tag,reason
src/composing/tests/postscoringgates_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/progressionrecognizer_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/reachback_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/regionanalysis_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/slicer_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/spellingview_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/synthetic_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/test_helpers.h,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/tonicizationlabeler_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/tuning_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/verify_chord_track.py,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/voiceleading_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
