file,tag,reason
src/composing/tests/jointkeydecision_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/keymode_branch_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/keymodeanalyzer_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/l3_coverage_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/localmodulationdetector_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/modepriorpresets_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/nashville_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/note_model_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/paramoverride_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/phraseboundaryview_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/postscoringgates_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/progressionrecognizer_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/reachback_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/regionanalysis_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/slicer_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/spellingview_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/synthetic_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/test_helpers.h,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/tonicizationlabeler_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/tuning_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/verify_chord_track.py,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/voiceleading_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
tools/a8_rebaseline_measure.py,INSTRUMENT,the ROBUST-STOP measurement instrument (variant-(b) root-fail enumerations; self-validates grid==oracle per piece). Reads the corpus; writes tools/robust_stop/<preset>/* + summary/manifest
tools/analyze_bir_true_iter19.py,NON-INSTRUMENT,one-off analysis/triage script — not the standing measurement chain
tools/analyze_cat1_minor_iter24.py,NON-INSTRUMENT,one-off analysis/triage script — not the standing measurement chain
tools/analyze_diag20.py,NON-INSTRUMENT,one-off analysis/triage script — not the standing measurement chain
tools/analyze_inversion_errors.py,INSTRUMENT,the SECONDARY bassIsRoot metric (three-way music21_dcml_agree split). Reads a validated per-preset dir
tools/analyze_iter90_regressions.py,NON-INSTRUMENT,one-off analysis/triage script — not the standing measurement chain
tools/analyze_pdmx.py,NON-INSTRUMENT,one-off analysis/triage script — not the standing measurement chain
tools/analyze_wrong_root_iter90.py,NON-INSTRUMENT,one-off analysis/triage script — not the standing measurement chain
tools/batch_analyze.cpp,INSTRUMENT-HARNESS,"the SHARED HARNESS — the standalone score→analysis driver every corpus run + diagnostic path uses (--decode-chords, --section-level, --diagnose-measures, --dump-regions). Reads a score; writes .ours.json"
tools/bir_false_baseline.json,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/bir_true_baseline.json,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/build_score_census_registry.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/c1_gen_devbed.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/c1_gen_substrate.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/c1_reliability.py,INSTRUMENT,the C1 reliability instrumentation primitives (cell-join + squash + PRESETS) reused by the fitter
tools/calibration_fit.py,INSTRUMENT,the FITTING instrument — Stage-5 Class-M→Class-P reliability maps (isotonic/logistic). Reads the corpus + c1 substrate; writes tools/calibration_maps/*.json
tools/cc_e0_fullspine_measure.py,NON-INSTRUMENT,"a specific measurement-run driver (baseline / sweep / full-spine / step-M) — a run, not the standing chain"
tools/cc_eg2_probe.py,NON-INSTRUMENT,"a specific measurement-run driver (baseline / sweep / full-spine / step-M) — a run, not the standing chain"
tools/cc_layer3_keymode_baseline.py,NON-INSTRUMENT,"a specific measurement-run driver (baseline / sweep / full-spine / step-M) — a run, not the standing chain"
tools/cc_layer3_sweep_grade.py,NON-INSTRUMENT,"a specific measurement-run driver (baseline / sweep / full-spine / step-M) — a run, not the standing chain"
tools/cc_layer4_chord_baseline.py,NON-INSTRUMENT,"a specific measurement-run driver (baseline / sweep / full-spine / step-M) — a run, not the standing chain"
tools/cc_stepM_l5_measure.py,NON-INSTRUMENT,"a specific measurement-run driver (baseline / sweep / full-spine / step-M) — a run, not the standing chain"
tools/characterise_bir_false.py,INSTRUMENT,the BATCH-STOP diagnostic + validate_corpus_dir (the corpus-integrity guard the a8 instrument imports). Reads a per-preset corpus dir + its manifest; writes stdout characterization
tools/check_corelli_g.py,NON-INSTRUMENT,one-off score/tick check script — not the standing measurement chain
tools/check_corelli_mscx.py,NON-INSTRUMENT,one-off score/tick check script — not the standing measurement chain
tools/check_corelli_raw.json,NON-INSTRUMENT,one-off score/tick check script — not the standing measurement chain
tools/check_corelli_tick.py,NON-INSTRUMENT,one-off score/tick check script — not the standing measurement chain
tools/check_iter46_candidates.py,NON-INSTRUMENT,one-off score/tick check script — not the standing measurement chain
tools/check_parity.py,NON-INSTRUMENT,one-off score/tick check script — not the standing measurement chain
tools/compare_analyses.py,INSTRUMENT,base COMPARISON module — three-level batch_analyze-vs-music21 region compare; imported by ~all the stops. Reads .ours.json + .music21.json; writes nothing (library)
tools/compare_bach_wir.py,NON-INSTRUMENT,corpus/oracle comparison helper — not in the core regression-stop import closure (own audit if promoted)
tools/compare_gatej.py,NON-INSTRUMENT,corpus/oracle comparison helper — not in the core regression-stop import closure (own audit if promoted)
tools/compare_inversion_regressions.py,NON-INSTRUMENT,corpus/oracle comparison helper — not in the core regression-stop import closure (own audit if promoted)
tools/compare_l6_oracle.py,NON-INSTRUMENT,corpus/oracle comparison helper — not in the core regression-stop import closure (own audit if promoted)
tools/compare_omnibook.py,NON-INSTRUMENT,corpus/oracle comparison helper — not in the core regression-stop import closure (own audit if promoted)
tools/compare_progressions_oracle.py,NON-INSTRUMENT,corpus/oracle comparison helper — not in the core regression-stop import closure (own audit if promoted)
tools/compare_rn.py,INSTRUMENT,the robust-unit ROMAN-NUMERAL grid compare (grid_score_regions; a8 self-validates variant-(b) decomposition byte-identical to this). Reads .ours.json + DCML GT
tools/compare_vl_parity.py,NON-INSTRUMENT,corpus/oracle comparison helper — not in the core regression-stop import closure (own audit if promoted)
tools/compare_when_in_rome.py,NON-INSTRUMENT,corpus/oracle comparison helper — not in the core regression-stop import closure (own audit if promoted)
tools/conformal_check.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/corpus_registry.json,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/dcml_parser.py,INSTRUMENT,"the GROUND-TRUTH PARSER — DCML TSV + RomanText → WiR roots (the corrected-parser, 2026-06-13). Reads .harmonies.tsv / DCML; writes nothing (library)"
tools/decode_chord_corpus.py,NON-INSTRUMENT,"dormant-decoder corpus run driver — a run, not the standing chain"
tools/decode_keymode_corpus.py,NON-INSTRUMENT,"dormant-decoder corpus run driver — a run, not the standing chain"
tools/diag_genuine32_characterize.py,NON-INSTRUMENT,one-off diagnostic script (per-iteration/gate triage) — not the standing measurement chain
tools/diag_iter28_gate_k.py,NON-INSTRUMENT,one-off diagnostic script (per-iteration/gate triage) — not the standing measurement chain
tools/diag_iter32_gate_l.py,NON-INSTRUMENT,one-off diagnostic script (per-iteration/gate triage) — not the standing measurement chain
tools/diag_iter47_gate_m.py,NON-INSTRUMENT,one-off diagnostic script (per-iteration/gate triage) — not the standing measurement chain
tools/diag_iter47_gate_q.py,NON-INSTRUMENT,one-off diagnostic script (per-iteration/gate triage) — not the standing measurement chain
tools/diag_iter48_step2.py,NON-INSTRUMENT,one-off diagnostic script (per-iteration/gate triage) — not the standing measurement chain
tools/diag_iter48_step3.py,NON-INSTRUMENT,one-off diagnostic script (per-iteration/gate triage) — not the standing measurement chain
tools/diag_iter54_alts_full.py,NON-INSTRUMENT,one-off diagnostic script (per-iteration/gate triage) — not the standing measurement chain
tools/diag_iter54_bir_false_enumerate.py,NON-INSTRUMENT,one-off diagnostic script (per-iteration/gate triage) — not the standing measurement chain
tools/diag_iter63_genuine6_enumerate.py,NON-INSTRUMENT,one-off diagnostic script (per-iteration/gate triage) — not the standing measurement chain
tools/diag_iter8_bir_false.py,NON-INSTRUMENT,one-off diagnostic script (per-iteration/gate triage) — not the standing measurement chain
tools/diag_iter8_gates_detailed.py,NON-INSTRUMENT,one-off diagnostic script (per-iteration/gate triage) — not the standing measurement chain
tools/diff_iter90_classification.py,NON-INSTRUMENT,one-off classification-diff script — not the standing measurement chain
tools/diff_iter90_flips.py,NON-INSTRUMENT,one-off classification-diff script — not the standing measurement chain
tools/dump_birfalse_cases.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/enumerate_near_agree_iter38.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/extra_scores_registry.json,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/filter_effendi.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/find_enharmonic_errors_temp.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/find_maj_to_dom7.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/fix_keysig.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/gate_n_fp_scan_iter39.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/grieg_modal_diagnostic.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/inject_dcml_rn.py,NON-INSTRUMENT,ground-truth-injection helper (writes RN into scores for QA) — not a measurement instrument
tools/inject_dcml_rn_qa.py,NON-INSTRUMENT,ground-truth-injection helper (writes RN into scores for QA) — not a measurement instrument
tools/inject_m21_rn.py,NON-INSTRUMENT,ground-truth-injection helper (writes RN into scores for QA) — not a measurement instrument
tools/iter45_cluster_a_diagnostic.py,NON-INSTRUMENT,one-off per-iteration diagnostic script — not the standing measurement chain
tools/iter45_step4_cluster_b.py,NON-INSTRUMENT,one-off per-iteration diagnostic script — not the standing measurement chain
tools/iter45_step4_detail.py,NON-INSTRUMENT,one-off per-iteration diagnostic script — not the standing measurement chain
tools/iter58_diagnostic.py,NON-INSTRUMENT,one-off per-iteration diagnostic script — not the standing measurement chain
tools/iter92_jazz_bir_true_analysis.py,NON-INSTRUMENT,one-off per-iteration diagnostic script — not the standing measurement chain
tools/iter94_birtrue_dump.py,NON-INSTRUMENT,one-off per-iteration diagnostic script — not the standing measurement chain
tools/iter94_jazz_regression_analysis.py,NON-INSTRUMENT,one-off per-iteration diagnostic script — not the standing measurement chain
tools/iter95_enumerate_errors.py,NON-INSTRUMENT,one-off per-iteration diagnostic script — not the standing measurement chain
tools/iter97_categorize_birfalse.py,NON-INSTRUMENT,one-off per-iteration diagnostic script — not the standing measurement chain
tools/l15_split.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/measure_fanout.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/measure_joint_probe.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/music21_batch.py,INSTRUMENT,the music21 GROUND-TRUTH GENERATOR — exports the corpus to MusicXML + .music21.json (v9.9.1 pin). Reads music21 corpus; writes tools/corpus/*.xml + *.music21.json
tools/oracle_root_metric.py,INSTRUMENT,the STANDING per-event tiered ORACLE-ROOT metric (reuses compare_analyses + dcml_parser + validate_corpus_dir). Reads a validated per-preset dir + DCML GT
tools/param_manifest.json,INSTRUMENT-MANIFEST,the FIT MANIFEST — the param provenance ledger the constants ESTABLISHED/UNFIT/DEAD check reads (CLAUDE.md). File-level row; its coverage of L5 + scorer constants is a Task-2 establishment check
tools/pdmx_jazz_candidates.py,NON-INSTRUMENT,"PDMX dataset candidate/spot-check helper — corpus acquisition, not measurement"
tools/pdmx_spot_check.py,NON-INSTRUMENT,"PDMX dataset candidate/spot-check helper — corpus acquisition, not measurement"
tools/reconcile_counts.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/rerun_dcml_comparison.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/robust_stop_diff.py,INSTRUMENT,the ROBUST-STOP GATE (exit 0 iff every preset's class-(b) duration non-increases vs the committed reference). Reads a candidate a8 dir + tools/robust_stop/ reference; writes the explained diff
tools/run_bach_preset.py,INSTRUMENT,"the CORPUS GENERATOR/VALIDATOR — clean-slates + regenerates a per-preset dir, stamps corpus_manifest.json, exits nonzero unless complete. Runs batch_analyze; writes .ours.json + manifest"
tools/run_bach_suites_validation.py,NON-INSTRUMENT,per-corpus validation runner (composer-specific) — wraps the chain; not itself the stop
tools/run_beethoven_validation.py,NON-INSTRUMENT,per-corpus validation runner (composer-specific) — wraps the chain; not itself the stop
tools/run_chopin_validation.py,NON-INSTRUMENT,per-corpus validation runner (composer-specific) — wraps the chain; not itself the stop
tools/run_corelli_validation.py,NON-INSTRUMENT,per-corpus validation runner (composer-specific) — wraps the chain; not itself the stop
tools/run_cpe_bach_validation.py,NON-INSTRUMENT,per-corpus validation runner (composer-specific) — wraps the chain; not itself the stop
tools/run_diag20_targeted.py,NON-INSTRUMENT,per-corpus validation runner (composer-specific) — wraps the chain; not itself the stop
tools/run_dlc_baseline.py,NON-INSTRUMENT,per-corpus validation runner (composer-specific) — wraps the chain; not itself the stop
tools/run_dvorak_validation.py,NON-INSTRUMENT,per-corpus validation runner (composer-specific) — wraps the chain; not itself the stop
tools/run_grieg_validation.py,NON-INSTRUMENT,per-corpus validation runner (composer-specific) — wraps the chain; not itself the stop
tools/run_mozart_validation.py,NON-INSTRUMENT,per-corpus validation runner (composer-specific) — wraps the chain; not itself the stop
tools/run_schumann_validation.py,NON-INSTRUMENT,per-corpus validation runner (composer-specific) — wraps the chain; not itself the stop
tools/run_tchaikovsky_validation.py,NON-INSTRUMENT,per-corpus validation runner (composer-specific) — wraps the chain; not itself the stop
tools/run_validation.py,NON-INSTRUMENT,per-corpus validation runner (composer-specific) — wraps the chain; not itself the stop
tools/score_census_registry.json,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/section_7_3_diagnostic.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/snapshot_sources_manifest.json,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/stage5_15_13_population.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/stage5_2_2b_analyze.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/stage5_2_2b_dlc_probe.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/stage5_2_2b_evidence.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/stage5_2_2b_jointfit.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/stage5_2_2b_snapshot_preview.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/stage5_2_2b_surface.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/stage5_2_2c_3way.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/stage5_2_2c_byteproof.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/stage5_2_2c_sweep.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/stage5_2_2c_winnerdiff.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/stage5_2_2d_surface.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/stage5_2_2d_sweep.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/stage5_2_2e_liveness.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/stage5_fit_driver.py,INSTRUMENT,the Stage-5 FITTER HARNESS (fitter design §4.3/§7). Reads DCML GT; drives the calibration fit
tools/stage5_split_registry.json,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/survey_1pc_dominant_slices.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/survey_iii_slash_correct_iter90.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/survey_pc8_flat_authored_bass.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/test_batch_analyze_regressions.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/test_dcml_parser.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/tests/test_dcml_parser_figbass_pedal.py,INSTRUMENT-TEST,regression test for a measurement instrument (dcml_parser / metric primitives / oracle_root_metric / snapshot sources) — the establishment cross-check; file-level
tools/tests/test_metric_primitives_l0l1.py,INSTRUMENT-TEST,regression test for a measurement instrument (dcml_parser / metric primitives / oracle_root_metric / snapshot sources) — the establishment cross-check; file-level
tools/tests/test_metric_scripts.py,INSTRUMENT-TEST,regression test for a measurement instrument (dcml_parser / metric primitives / oracle_root_metric / snapshot sources) — the establishment cross-check; file-level
tools/tests/test_oracle_root_metric.py,INSTRUMENT-TEST,regression test for a measurement instrument (dcml_parser / metric primitives / oracle_root_metric / snapshot sources) — the establishment cross-check; file-level
tools/tests/test_snapshot_sources.py,INSTRUMENT-TEST,regression test for a measurement instrument (dcml_parser / metric primitives / oracle_root_metric / snapshot sources) — the establishment cross-check; file-level
tools/theta_fit.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
tools/validate_slices_corpus.py,NON-INSTRUMENT,"tools/ script/registry/config NOT in the measurement-chain import closure — file-level, out of instrument deep scope"
