file,line,row_type,item,func,verdict,category,flag,note
tools/music21_batch.py,108,branch,if,_is_bach_chorale,SURVIVES,control-flow,0,if branch in _is_bach_chorale.
tools/music21_batch.py,123,branch,if,_chorale_reject_reason,SURVIVES,control-flow,0,if branch in _chorale_reject_reason.
tools/music21_batch.py,191,branch,try,analyze_chorale,SURVIVES,control-flow,0,try branch in analyze_chorale.
tools/music21_batch.py,214,branch,if,analyze_chorale,SURVIVES,control-flow,0,if branch in analyze_chorale.
tools/music21_batch.py,224,branch,if,analyze_chorale,SURVIVES,control-flow,0,if branch in analyze_chorale.
tools/music21_batch.py,232,branch,if,analyze_chorale,SURVIVES,control-flow,0,if branch in analyze_chorale.
tools/music21_batch.py,241,branch,try,analyze_chorale,SURVIVES,control-flow,0,try branch in analyze_chorale.
tools/music21_batch.py,300,branch,if,stem_from_corpus_path,SURVIVES,control-flow,0,if branch in stem_from_corpus_path.
tools/music21_batch.py,311,branch,if,stem_from_corpus_path,SURVIVES,control-flow,0,if branch in stem_from_corpus_path.
tools/music21_batch.py,339,branch,if,get_composer_paths,SURVIVES,control-flow,0,if branch in get_composer_paths.
tools/music21_batch.py,341,branch,if,get_composer_paths,SURVIVES,control-flow,0,if branch in get_composer_paths.
tools/music21_batch.py,401,branch,try,process_chorale,SURVIVES,control-flow,0,try branch in process_chorale.
tools/music21_batch.py,412,branch,try,process_chorale,SURVIVES,control-flow,0,try branch in process_chorale.
tools/music21_batch.py,469,branch,try,run_batch,SURVIVES,control-flow,0,try branch in run_batch.
tools/music21_batch.py,477,branch,if,run_batch,SURVIVES,control-flow,0,if branch in run_batch.
tools/music21_batch.py,490,branch,if,run_batch,SURVIVES,control-flow,0,if branch in run_batch.
tools/music21_batch.py,499,branch,for,run_batch,SURVIVES,control-flow,0,for branch in run_batch.
tools/music21_batch.py,225,branch,try,analyze_chorale,SURVIVES,control-flow,0,try branch in analyze_chorale.
tools/music21_batch.py,233,branch,try,analyze_chorale,SURVIVES,control-flow,0,try branch in analyze_chorale.
tools/music21_batch.py,486,branch,ternary,run_batch,SURVIVES,control-flow,0,ternary branch in run_batch.
tools/music21_batch.py,487,branch,ternary,run_batch,SURVIVES,control-flow,0,ternary branch in run_batch.
tools/music21_batch.py,488,branch,ternary,run_batch,SURVIVES,control-flow,0,ternary branch in run_batch.
tools/music21_batch.py,242,branch,ternary,analyze_chorale,SURVIVES,control-flow,0,ternary branch in analyze_chorale.
tools/music21_batch.py,418,branch,if,process_chorale,SURVIVES,control-flow,0,if branch in process_chorale.
tools/music21_batch.py,501,branch,ternary,run_batch,SURVIVES,control-flow,0,ternary branch in run_batch.
tools/oracle_root_metric.py,446,branch,if,<module-scope>,SURVIVES,control-flow,0,if branch in <module-scope>.
tools/oracle_root_metric.py,104,branch,if,parse_our_key,SURVIVES,control-flow,0,if branch in parse_our_key.
tools/oracle_root_metric.py,108,branch,if,parse_our_key,SURVIVES,control-flow,0,if branch in parse_our_key.
tools/oracle_root_metric.py,112,branch,if,parse_our_key,SURVIVES,control-flow,0,if branch in parse_our_key.
tools/oracle_root_metric.py,114,branch,if,parse_our_key,SURVIVES,control-flow,0,if branch in parse_our_key.
tools/oracle_root_metric.py,121,branch,if,parse_dcml_key,SURVIVES,control-flow,0,if branch in parse_dcml_key.
tools/oracle_root_metric.py,131,branch,if,parse_m21_key,SURVIVES,control-flow,0,if branch in parse_m21_key.
tools/oracle_root_metric.py,135,branch,if,parse_m21_key,SURVIVES,control-flow,0,if branch in parse_m21_key.
tools/oracle_root_metric.py,138,branch,if,parse_m21_key,SURVIVES,control-flow,0,if branch in parse_m21_key.
tools/oracle_root_metric.py,154,branch,for,load_dir,SURVIVES,control-flow,0,for branch in load_dir.
tools/oracle_root_metric.py,180,branch,for,region_at,SURVIVES,control-flow,0,for branch in region_at.
tools/oracle_root_metric.py,183,branch,for,region_at,SURVIVES,control-flow,0,for branch in region_at.
tools/oracle_root_metric.py,205,branch,if,classify_charged_event,SURVIVES,control-flow,0,if branch in classify_charged_event.
tools/oracle_root_metric.py,216,branch,if,classify_charged_event,SURVIVES,control-flow,0,if branch in classify_charged_event.
tools/oracle_root_metric.py,224,branch,if,classify_charged_event,SURVIVES,control-flow,0,if branch in classify_charged_event.
tools/oracle_root_metric.py,229,branch,if,classify_charged_event,SURVIVES,control-flow,0,if branch in classify_charged_event.
tools/oracle_root_metric.py,256,branch,for,run_preset,SURVIVES,control-flow,0,for branch in run_preset.
tools/oracle_root_metric.py,366,branch,for,format_report,SURVIVES,control-flow,0,for branch in format_report.
tools/oracle_root_metric.py,391,branch,for,emit_json,SURVIVES,control-flow,0,for branch in emit_json.
tools/oracle_root_metric.py,429,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/oracle_root_metric.py,440,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/oracle_root_metric.py,93,branch,ternary,pcn,SURVIVES,control-flow,0,ternary branch in pcn.
tools/oracle_root_metric.py,124,branch,ternary,parse_dcml_key,SURVIVES,control-flow,0,ternary branch in parse_dcml_key.
tools/oracle_root_metric.py,157,branch,if,load_dir,SURVIVES,control-flow,0,if branch in load_dir.
tools/oracle_root_metric.py,159,branch,try,load_dir,SURVIVES,silent-failure-swallow,1,broad except/guard drops a score/region/value from the measurement denominator with no stderr signal (silent partial-coverage path).
tools/oracle_root_metric.py,164,branch,if,load_dir,SURVIVES,control-flow,0,if branch in load_dir.
tools/oracle_root_metric.py,168,branch,if,load_dir,SURVIVES,control-flow,0,if branch in load_dir.
tools/oracle_root_metric.py,181,branch,if,region_at,SURVIVES,control-flow,0,if branch in region_at.
tools/oracle_root_metric.py,184,branch,if,region_at,SURVIVES,control-flow,0,if branch in region_at.
tools/oracle_root_metric.py,219,branch,if,classify_charged_event,SURVIVES,control-flow,0,if branch in classify_charged_event.
tools/oracle_root_metric.py,257,branch,if,run_preset,SURVIVES,control-flow,0,if branch in run_preset.
tools/oracle_root_metric.py,264,branch,for,run_preset,SURVIVES,control-flow,0,for branch in run_preset.
tools/oracle_root_metric.py,269,branch,for,run_preset,SURVIVES,control-flow,0,for branch in run_preset.
tools/oracle_root_metric.py,431,branch,try,main,SURVIVES,control-flow,0,try branch in main.
tools/oracle_root_metric.py,169,branch,try,load_dir,SURVIVES,silent-failure-swallow,1,broad except/guard drops a score/region/value from the measurement denominator with no stderr signal (silent partial-coverage path).
tools/oracle_root_metric.py,200,branch,ternary,classify_charged_event,SURVIVES,control-flow,0,ternary branch in classify_charged_event.
tools/oracle_root_metric.py,202,branch,ternary,classify_charged_event,SURVIVES,control-flow,0,ternary branch in classify_charged_event.
tools/oracle_root_metric.py,265,branch,if,run_preset,SURVIVES,control-flow,0,if branch in run_preset.
tools/oracle_root_metric.py,278,branch,if,run_preset,SURVIVES,control-flow,0,if branch in run_preset.
tools/oracle_root_metric.py,285,branch,if,run_preset,SURVIVES,control-flow,0,if branch in run_preset.
tools/oracle_root_metric.py,292,branch,if,run_preset,SURVIVES,control-flow,0,if branch in run_preset.
tools/oracle_root_metric.py,297,branch,if,run_preset,SURVIVES,control-flow,0,if branch in run_preset.
tools/oracle_root_metric.py,301,branch,if,run_preset,SURVIVES,control-flow,0,if branch in run_preset.
tools/oracle_root_metric.py,310,branch,if,run_preset,SURVIVES,control-flow,0,if branch in run_preset.
tools/oracle_root_metric.py,317,branch,if,run_preset,SURVIVES,control-flow,0,if branch in run_preset.
tools/oracle_root_metric.py,369,branch,ternary,format_report,SURVIVES,control-flow,0,ternary branch in format_report.
tools/oracle_root_metric.py,370,branch,ternary,format_report,SURVIVES,control-flow,0,ternary branch in format_report.
tools/oracle_root_metric.py,371,branch,ternary,format_report,SURVIVES,control-flow,0,ternary branch in format_report.
tools/oracle_root_metric.py,221,branch,ternary,classify_charged_event,SURVIVES,control-flow,0,ternary branch in classify_charged_event.
tools/oracle_root_metric.py,272,branch,ternary,run_preset,SURVIVES,control-flow,0,ternary branch in run_preset.
tools/oracle_root_metric.py,273,branch,ternary,run_preset,SURVIVES,control-flow,0,ternary branch in run_preset.
tools/oracle_root_metric.py,287,branch,if,run_preset,SURVIVES,control-flow,0,if branch in run_preset.
tools/oracle_root_metric.py,311,branch,for,run_preset,SURVIVES,control-flow,0,for branch in run_preset.
tools/oracle_root_metric.py,220,branch,ternary,classify_charged_event,SURVIVES,control-flow,0,ternary branch in classify_charged_event.
tools/oracle_root_metric.py,289,branch,if,run_preset,SURVIVES,control-flow,0,if branch in run_preset.
tools/oracle_root_metric.py,312,branch,if,run_preset,SURVIVES,control-flow,0,if branch in run_preset.
tools/oracle_root_metric.py,376,branch,ternary,format_report,SURVIVES,control-flow,0,ternary branch in format_report.
tools/oracle_root_metric.py,372,branch,ternary,format_report,SURVIVES,control-flow,0,ternary branch in format_report.
tools/oracle_root_metric.py,321,branch,ternary,run_preset,SURVIVES,control-flow,0,ternary branch in run_preset.
tools/oracle_root_metric.py,321,branch,ternary,run_preset,SURVIVES,control-flow,0,ternary branch in run_preset.
tools/oracle_root_metric.py,322,branch,ternary,run_preset,SURVIVES,control-flow,0,ternary branch in run_preset.
tools/stage5_fit_driver.py,697,branch,if,<module-scope>,SURVIVES,control-flow,0,if branch in <module-scope>.
tools/stage5_fit_driver.py,165,branch,if,baseline_value,SURVIVES,control-flow,0,if branch in baseline_value.
tools/stage5_fit_driver.py,171,branch,if,fmt_val,SURVIVES,control-flow,0,if branch in fmt_val.
tools/stage5_fit_driver.py,185,branch,for,wir_covered_stems,SURVIVES,control-flow,0,for branch in wir_covered_stems.
tools/stage5_fit_driver.py,194,branch,try,score_mode,SURVIVES,control-flow,0,try branch in score_mode.
tools/stage5_fit_driver.py,198,branch,if,score_mode,SURVIVES,control-flow,0,if branch in score_mode.
tools/stage5_fit_driver.py,200,branch,if,score_mode,SURVIVES,control-flow,0,if branch in score_mode.
tools/stage5_fit_driver.py,212,branch,for,compute_split,SURVIVES,control-flow,0,for branch in compute_split.
tools/stage5_fit_driver.py,217,branch,for,compute_split,SURVIVES,control-flow,0,for branch in compute_split.
tools/stage5_fit_driver.py,237,branch,if,split_scores_file,SURVIVES,control-flow,0,if branch in split_scores_file.
tools/stage5_fit_driver.py,255,branch,for,write_override,SURVIVES,control-flow,0,for branch in write_override.
tools/stage5_fit_driver.py,257,branch,for,write_override,SURVIVES,control-flow,0,for branch in write_override.
tools/stage5_fit_driver.py,268,branch,if,regen,SURVIVES,control-flow,0,if branch in regen.
tools/stage5_fit_driver.py,271,branch,if,regen,SURVIVES,control-flow,0,if branch in regen.
tools/stage5_fit_driver.py,280,branch,if,measure,SURVIVES,control-flow,0,if branch in measure.
tools/stage5_fit_driver.py,283,branch,if,measure,SURVIVES,control-flow,0,if branch in measure.
tools/stage5_fit_driver.py,306,branch,if,evaluate,SURVIVES,control-flow,0,if branch in evaluate.
tools/stage5_fit_driver.py,327,branch,if,evaluate,SURVIVES,control-flow,0,if branch in evaluate.
tools/stage5_fit_driver.py,363,branch,if,perturbations_for,SURVIVES,control-flow,0,if branch in perturbations_for.
tools/stage5_fit_driver.py,365,branch,if,perturbations_for,SURVIVES,control-flow,0,if branch in perturbations_for.
tools/stage5_fit_driver.py,370,branch,if,perturbations_for,SURVIVES,control-flow,0,if branch in perturbations_for.
tools/stage5_fit_driver.py,429,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/stage5_fit_driver.py,443,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/stage5_fit_driver.py,461,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/stage5_fit_driver.py,544,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/stage5_fit_driver.py,603,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/stage5_fit_driver.py,629,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/stage5_fit_driver.py,642,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/stage5_fit_driver.py,179,branch,ternary,git_head,SURVIVES,control-flow,0,ternary branch in git_head.
tools/stage5_fit_driver.py,186,branch,if,wir_covered_stems,SURVIVES,control-flow,0,if branch in wir_covered_stems.
tools/stage5_fit_driver.py,220,branch,for,compute_split,SURVIVES,control-flow,0,for branch in compute_split.
tools/stage5_fit_driver.py,227,branch,if,compute_split,SURVIVES,control-flow,0,if branch in compute_split.
tools/stage5_fit_driver.py,291,branch,ternary,measure,SURVIVES,control-flow,0,ternary branch in measure.
tools/stage5_fit_driver.py,367,branch,ternary,perturbations_for,SURVIVES,control-flow,0,ternary branch in perturbations_for.
tools/stage5_fit_driver.py,435,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/stage5_fit_driver.py,448,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/stage5_fit_driver.py,503,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/stage5_fit_driver.py,515,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/stage5_fit_driver.py,526,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/stage5_fit_driver.py,531,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/stage5_fit_driver.py,552,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/stage5_fit_driver.py,567,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/stage5_fit_driver.py,574,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/stage5_fit_driver.py,615,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/stage5_fit_driver.py,638,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/stage5_fit_driver.py,648,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/stage5_fit_driver.py,658,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/stage5_fit_driver.py,663,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/stage5_fit_driver.py,172,branch,ternary,fmt_val,SURVIVES,control-flow,0,ternary branch in fmt_val.
tools/stage5_fit_driver.py,223,branch,if,compute_split,SURVIVES,control-flow,0,if branch in compute_split.
tools/stage5_fit_driver.py,313,branch,ternary,evaluate,SURVIVES,control-flow,0,ternary branch in evaluate.
tools/stage5_fit_driver.py,320,branch,ternary,evaluate,SURVIVES,control-flow,0,ternary branch in evaluate.
tools/stage5_fit_driver.py,475,branch,if,eval_at,SURVIVES,control-flow,0,if branch in eval_at.
tools/stage5_fit_driver.py,508,branch,if,best_feasible,SURVIVES,control-flow,0,if branch in best_feasible.
tools/stage5_fit_driver.py,517,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/stage5_fit_driver.py,519,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/stage5_fit_driver.py,533,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/stage5_fit_driver.py,550,branch,ternary,main,SURVIVES,control-flow,0,ternary branch in main.
tools/stage5_fit_driver.py,553,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/stage5_fit_driver.py,560,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/stage5_fit_driver.py,575,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/stage5_fit_driver.py,649,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/stage5_fit_driver.py,654,branch,ternary,main,SURVIVES,control-flow,0,ternary branch in main.
tools/stage5_fit_driver.py,665,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/stage5_fit_driver.py,221,branch,ternary,compute_split,SURVIVES,control-flow,0,ternary branch in compute_split.
tools/stage5_fit_driver.py,450,branch,ternary,main,SURVIVES,control-flow,0,ternary branch in main.
tools/stage5_fit_driver.py,520,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/stage5_fit_driver.py,536,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/stage5_fit_driver.py,554,branch,try,main,SURVIVES,control-flow,0,try branch in main.
tools/stage5_fit_driver.py,626,branch,ternary,main,SURVIVES,control-flow,0,ternary branch in main.
tools/stage5_fit_driver.py,637,branch,ternary,main,SURVIVES,control-flow,0,ternary branch in main.
tools/stage5_fit_driver.py,650,branch,try,main,SURVIVES,control-flow,0,try branch in main.
tools/stage5_fit_driver.py,666,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/stage5_fit_driver.py,668,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/stage5_fit_driver.py,556,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/stage5_fit_driver.py,623,branch,ternary,main,SURVIVES,control-flow,0,ternary branch in main.
tools/analyze_inversion_errors.py,322,literal,0.7,main,ESTABLISHED,value-copied-constant,1,INVERSION_SUSPICION_MARGIN=0.70 hardcodes a copy of the production pref inversionSuspicionMargin (also carried in stage5 PARAMS + param_manifest.json); the blocker analysis silently assumes production margin=0.70 and drifts if the pref moves (value-copied constant).
tools/analyze_inversion_errors.py,253,literal,8,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,259,literal,2,main,ESTABLISHED,grading-bucket,0,noteCount==2 'ambiguous' bucket label.
tools/analyze_inversion_errors.py,76,literal,2,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,305,literal,0.25,main,ESTABLISHED,presentation,0,margin histogram bin width 0.25.
tools/analyze_inversion_errors.py,305,literal,0.25,main,ESTABLISHED,presentation,0,margin histogram bin width 0.25.
tools/analyze_inversion_errors.py,305,literal,12,main,ESTABLISHED,presentation,0,"12 histogram bins of 0.25 = [0,3)."
tools/analyze_inversion_errors.py,92,literal,2,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,204,literal,70,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,206,literal,70,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,210,literal,0.25,main,ESTABLISHED,grading-bucket,0,margin<0.25 'barely wins' bucket (presentation of the margin distribution).
tools/analyze_inversion_errors.py,211,literal,0.5,main,ESTABLISHED,grading-bucket,0,margin<0.5 low-confidence bucket.
tools/analyze_inversion_errors.py,213,literal,1.5,main,ESTABLISHED,grading-bucket,0,margin<1.5 bucket.
tools/analyze_inversion_errors.py,214,literal,2.0,main,DEAD,dead-computation,1,lt_2 = count(margins<2.0) is computed but never printed or used downstream -- dead variable.
tools/analyze_inversion_errors.py,215,literal,2.0,main,UNFIT,grading-bucket,1,"margin>=2.0 bucket carries the interpretive claim (line 301) 'fix won't help, likely correct' -- an unvalidated interpretation attached to a hand-set boundary."
tools/analyze_inversion_errors.py,216,literal,0.5,main,ESTABLISHED,grading-bucket,0,0.5<=margin<2.0 moderate band.
tools/analyze_inversion_errors.py,216,literal,2.0,main,ESTABLISHED,grading-bucket,0,0.5<=margin<2.0 moderate band.
tools/analyze_inversion_errors.py,260,literal,3,main,UNFIT,grading-bucket,1,"noteCount>=3 'genuine chord' bucket boundary -- interpretive threshold, no cited provenance."
tools/analyze_inversion_errors.py,273,literal,0.26,main,UNFIT,grading-tolerance,1,"beat-classification window +/-0.26 around integer beats -- hand-set, no cited provenance (why 0.26 rather than 0.25/0.5?)."
tools/analyze_inversion_errors.py,274,literal,0.26,main,UNFIT,grading-tolerance,1,beat-classification window +/-0.26 (hand-set).
tools/analyze_inversion_errors.py,275,literal,0.26,main,UNFIT,grading-tolerance,1,beat-classification window +/-0.26 (hand-set).
tools/analyze_inversion_errors.py,276,literal,0.26,main,UNFIT,grading-tolerance,1,beat-classification window +/-0.26 (hand-set).
tools/analyze_inversion_errors.py,294,literal,70,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,296,literal,70,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,308,literal,40,main,ESTABLISHED,structural,0,structural constant reviewed at source; not inference-affecting.
tools/analyze_inversion_errors.py,310,literal,3.0,main,ESTABLISHED,presentation,0,histogram tail margin>=3.0.
tools/analyze_inversion_errors.py,352,literal,70,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,354,literal,70,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,189,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,190,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,219,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,220,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,221,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,222,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,223,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,224,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,249,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,250,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,251,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,266,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,267,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,268,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,280,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,281,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,282,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,283,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,284,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,288,literal,0.5,main,ESTABLISHED,grading-bucket,0,targetable margin<0.5 summary.
tools/analyze_inversion_errors.py,289,literal,3,main,UNFIT,grading-bucket,1,noteCount>=3 targetable-error bucket (interpretive).
tools/analyze_inversion_errors.py,292,literal,3,main,UNFIT,grading-bucket,1,noteCount>=3 targetable-error bucket (interpretive).
tools/analyze_inversion_errors.py,298,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,299,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,300,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,301,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,356,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,358,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,360,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,193,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,194,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,264,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,274,literal,2.0,main,ESTABLISHED,structural,0,structural constant reviewed at source; not inference-affecting.
tools/analyze_inversion_errors.py,275,literal,3.0,main,ESTABLISHED,structural,0,structural constant reviewed at source; not inference-affecting.
tools/analyze_inversion_errors.py,276,literal,4.0,main,ESTABLISHED,structural,0,structural constant reviewed at source; not inference-affecting.
tools/analyze_inversion_errors.py,363,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/analyze_inversion_errors.py,365,literal,100,main,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/c1_reliability.py,63,literal,3.5,<module-scope>,ESTABLISHED,squash-constant,1,"SQUASH_K_CADENCE=3.5 declared; the c1 run observes median tonicVote=3.5 (reproduce-check corroborates). Ranking is squash-invariant so the monotonicity finding is k-independent (docstring); only [0,1] bin placement/ECE depends on k."
tools/c1_reliability.py,73,literal,10,bin_curve,ESTABLISHED,binning-convention,0,"10 equal-width reliability bins on [0,1]."
tools/c1_reliability.py,354,literal,78,main,ESTABLISHED,structural,0,structural constant reviewed at source; not inference-affecting.
tools/c1_reliability.py,357,literal,78,main,ESTABLISHED,structural,0,structural constant reviewed at source; not inference-affecting.
tools/c1_reliability.py,110,literal,1e-09,curve_diagnostics,ESTABLISHED,epsilon,0,monotonicity-violation numeric epsilon.
tools/c1_reliability.py,112,literal,3,curve_diagnostics,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/c1_reliability.py,112,literal,3,curve_diagnostics,ESTABLISHED,presentation,0,display/format/structural constant; no inference effect.
tools/calibration_fit.py,219,literal,0.05,fit_row,UNFIT,shape-selection-tolerance,1,near_logistic threshold 0.05 (isotonic-vs-Platt selection): the RULE is design 4.5.1-cited but the 0.05 magnitude is hand-set with no stated provenance.
tools/calibration_fit.py,174,literal,1000000.0,fit_platt,ESTABLISHED,solver-param,0,C=1e6 near-unregularized logistic == Platt scaling (documented in code).
tools/calibration_fit.py,174,literal,10000,fit_platt,ESTABLISHED,solver-param,0,LogisticRegression max_iter.
tools/calibration_fit.py,199,literal,50,fit_row,UNFIT,min-sample-bucket,1,"INSUFFICIENT-cells boundary (fit<50) -- hand-set minimum sample size, no cited provenance."
tools/calibration_fit.py,199,literal,20,fit_row,UNFIT,min-sample-bucket,1,"INSUFFICIENT-cells boundary (held<20) -- hand-set minimum sample size, no cited provenance."
tools/calibration_fit.py,215,literal,100.0,fit_row,ESTABLISHED,presentation,0,near-logistic test grid resolution.
tools/calibration_fit.py,226,literal,100.0,fit_row,ESTABLISHED,presentation,0,low-band grid resolution.
tools/calibration_fit.py,304,literal,78,main,ESTABLISHED,structural,0,structural constant reviewed at source; not inference-affecting.
tools/calibration_fit.py,307,literal,78,main,ESTABLISHED,structural,0,structural constant reviewed at source; not inference-affecting.
tools/calibration_fit.py,163,literal,2,fit_isotonic,ESTABLISHED,structural,0,structural constant reviewed at source; not inference-affecting.
tools/calibration_fit.py,172,literal,2,fit_platt,ESTABLISHED,structural,0,structural constant reviewed at source; not inference-affecting.
tools/calibration_fit.py,215,literal,101,fit_row,ESTABLISHED,presentation,0,near-logistic test grid point count.
tools/calibration_fit.py,221,literal,1e-06,fit_row,ESTABLISHED,epsilon,0,platt_not_worse tie tolerance.
tools/calibration_fit.py,226,literal,50,fit_row,ESTABLISHED,grading-boundary,0,"flat-band low-band [0,0.5) assertion boundary (design 4.5)."
tools/music21_batch.py,71,literal,480,<module-scope>,ESTABLISHED,value-copied-constant,1,"TICKS_PER_QUARTER=480 duplicates MuseScore Constants::DIVISION (documented). Value-copied; silently drifts if DIVISION ever changes (DIVISION is fixed, so low risk)."
tools/music21_batch.py,108,literal,4,_is_bach_chorale,ESTABLISHED,corpus-membership,1,len(score.parts)!=4 SATB filter (definitional 4-voice chorale); defines corpus membership (the 352-count denominator).
